Experiment Started: 2025-12-14 13:10:26.298193
Parcel_ID, Feature_Perturbed, Original_Price, New_Price, Importance_Score
923228420, Fireplace Quality, 175000.0, 175000.0, 0.0
923228420, Garage Type, 175000.0, 165000.0, 10000.0
923228420, Garage Year Built, 175000.0, 175000.0, 0.0
923228420, Garage Finish Type, 175000.0, 175000.0, 0.0
923228420, Garage Capacity (Cars), 175000.0, 175000.0, 0.0
923228420, Garage Area (sqft), 175000.0, 175000.0, 0.0
923228420, Garage Quality, 175000.0, 175000.0, 0.0
923228420, Garage Condition, 175000.0, 175000.0, 0.0
923228420, Paved Driveway, 175000.0, 175000.0, 0.0
923228420, Wood Deck Area (sqft), 175000.0, 175000.0, 0.0
923228420, Open Porch Area (sqft), 175000.0, 175000.0, 0.0
923228420, Enclosed Porch Area (sqft), 175000.0, 175000.0, 0.0
923228420, Three-Season Porch Area (sqft), 175000.0, 175000.0, 0.0
923228420, Screen Porch Area (sqft), 175000.0, 175000.0, 0.0
923228420, Pool Area (sqft), 175000.0, 175000.0, 0.0
923228420, Pool Quality, 175000.0, 175000.0, 0.0
923228420, Fence Quality, 175000.0, 165000.0, 10000.0
923228420, Miscellaneous Feature, 175000.0, 175000.0, 0.0
923228420, Miscellaneous Value, 175000.0, 175000.0, 0.0
923228420, Month Sold, 175000.0, 175000.0, 0.0
923228420, Year Sold, 175000.0, 145000.0, 30000.0
923228420, Sale Type, 175000.0, 175000.0, 0.0
923228420, Sale Condition, 175000.0, 175000.0, 0.0
528186190, Building Class, 245000.0, 245000.0, 0.0
528186190, Zoning Classification, 245000.0, 245000.0, 0.0
528186190, Lot Frontage (ft), 245000.0, 245000.0, 0.0
528186190, Lot Area (sqft), 245000.0, 245000.0, 0.0
528186190, Street Type, 245000.0, 245000.0, 0.0
528186190, Alley Access, 245000.0, 245000.0, 0.0
528186190, Lot Shape, 245000.0, 245000.0, 0.0
528186190, Land Contour, 245000.0, 245000.0, 0.0
528186190, Utilities, 245000.0, 245000.0, 0.0
528186190, Lot Configuration, 245000.0, 245000.0, 0.0
528186190, Land Slope, 245000.0, 245000.0, 0.0
528186190, Neighborhood, 245000.0, 245000.0, 0.0
528186190, Proximity to Conditions 1, 245000.0, 245000.0, 0.0
528186190, Proximity to Conditions 2, 245000.0, 245000.0, 0.0
528186190, Building Type, 245000.0, 245000.0, 0.0
528186190, House Style, 245000.0, 265000.0, 20000.0
528186190, Overall Quality, 245000.0, 235000.0, 10000.0
528186190, Overall Condition, 245000.0, 245000.0, 0.0
528186190, Year Built, 245000.0, 245000.0, 0.0
528186190, Year Remodeled/Added, 245000.0, 245000.0, 0.0
528186190, Roof Style, 245000.0, 245000.0, 0.0
528186190, Roof Material, 245000.0, 245000.0, 0.0
528186190, Exterior Covering 1, 245000.0, 245000.0, 0.0
528186190, Exterior Covering 2, 245000.0, 245000.0, 0.0
528186190, Masonry Veneer Type, 245000.0, 245000.0, 0.0
528186190, Masonry Veneer Area (sqft), 245000.0, 245000.0, 0.0
528186190, Exterior Quality, 245000.0, 245000.0, 0.0
528186190, Exterior Condition, 245000.0, 245000.0, 0.0
528186190, Foundation Type, 245000.0, 245000.0, 0.0
528186190, Basement Height Quality, 245000.0, 245000.0, 0.0
528186190, Basement Condition, 245000.0, 245000.0, 0.0
528186190, Basement Exposure, 245000.0, 245000.0, 0.0
528186190, Basement Finish Type 1, 245000.0, 245000.0, 0.0
528186190, Basement Finished Area 1 (sqft), 245000.0, 245000.0, 0.0
528186190, Basement Finish Type 2, 245000.0, 235000.0, 10000.0
528186190, Basement Finished Area 2 (sqft), 245000.0, 245000.0, 0.0
528186190, Basement Unfinished Area (sqft), 245000.0, 245000.0, 0.0
528186190, Total Basement Area (sqft), 245000.0, 245000.0, 0.0
528186190, Heating Type, 245000.0, 245000.0, 0.0
528186190, Heating Quality, 245000.0, 245000.0, 0.0
528186190, Central Air Conditioning, 245000.0, 245000.0, 0.0
528186190, Electrical System, 245000.0, 245000.0, 0.0
528186190, First Floor Area (sqft), 245000.0, 235000.0, 10000.0
528186190, Second Floor Area (sqft), 245000.0, 245000.0, 0.0
528186190, Low Quality Finished Area (sqft), 245000.0, 245000.0, 0.0
528186190, Above Ground Living Area (sqft), 245000.0, 245000.0, 0.0
528186190, Basement Full Bathrooms, 245000.0, 245000.0, 0.0
528186190, Basement Half Bathrooms, 245000.0, 245000.0, 0.0
528186190, Full Bathrooms, 245000.0, 245000.0, 0.0
528186190, Half Bathrooms, 245000.0, 245000.0, 0.0
528186190, Bedrooms Above Ground, 245000.0, 245000.0, 0.0
528186190, Kitchens Above Ground, 245000.0, 245000.0, 0.0
528186190, Kitchen Quality, 245000.0, 245000.0, 0.0
528186190, Total Rooms Above Ground, 245000.0, 245000.0, 0.0
528186190, Functional Rating, 245000.0, 245000.0, 0.0
528186190, Number of Fireplaces, 245000.0, 245000.0, 0.0
528186190, Fireplace Quality, 245000.0, 245000.0, 0.0
528186190, Garage Type, 245000.0, 245000.0, 0.0
528186190, Garage Year Built, 245000.0, 245000.0, 0.0
528186190, Garage Finish Type, 245000.0, 245000.0, 0.0
528186190, Garage Capacity (Cars), 245000.0, 245000.0, 0.0
528186190, Garage Area (sqft), 245000.0, 235000.0, 10000.0
528186190, Garage Quality, 245000.0, 245000.0, 0.0
528186190, Garage Condition, 245000.0, 245000.0, 0.0
528186190, Paved Driveway, 245000.0, 245000.0, 0.0
528186190, Wood Deck Area (sqft), 245000.0, 245000.0, 0.0
528186190, Open Porch Area (sqft), 245000.0, 245000.0, 0.0
528186190, Enclosed Porch Area (sqft), 245000.0, 245000.0, 0.0
528186190, Three-Season Porch Area (sqft), 245000.0, 245000.0, 0.0
528186190, Screen Porch Area (sqft), 245000.0, 245000.0, 0.0
528186190, Pool Area (sqft), 245000.0, 245000.0, 0.0
528186190, Pool Quality, 245000.0, 245000.0, 0.0
528186190, Fence Quality, 245000.0, 245000.0, 0.0
528186190, Miscellaneous Feature, 245000.0, 245000.0, 0.0
528186190, Miscellaneous Value, 245000.0, 245000.0, 0.0
528186190, Month Sold, 245000.0, 245000.0, 0.0
528186190, Year Sold, 245000.0, 345000.0, 100000.0
528186190, Sale Type, 245000.0, 235000.0, 10000.0
528186190, Sale Condition, 245000.0, 245000.0, 0.0
907135260, Building Class, 225000.0, 225000.0, 0.0
907135260, Zoning Classification, 225000.0, 215000.0, 10000.0
907135260, Lot Frontage (ft), 225000.0, 235000.0, 10000.0
907135260, Lot Area (sqft), 225000.0, 225000.0, 0.0
907135260, Street Type, 225000.0, 225000.0, 0.0
907135260, Alley Access, 225000.0, 215000.0, 10000.0
907135260, Lot Shape, 225000.0, 215000.0, 10000.0
907135260, Land Contour, 225000.0, 225000.0, 0.0
907135260, Utilities, 225000.0, 215000.0, 10000.0
907135260, Lot Configuration, 225000.0, 225000.0, 0.0
907135260, Land Slope, 225000.0, 215000.0, 10000.0
907135260, Neighborhood, 225000.0, 235000.0, 10000.0
907135260, Proximity to Conditions 1, 225000.0, 225000.0, 0.0
907135260, Proximity to Conditions 2, 225000.0, 215000.0, 10000.0
907135260, Building Type, 225000.0, 215000.0, 10000.0
907135260, House Style, 225000.0, 235000.0, 10000.0
907135260, Overall Quality, 225000.0, 225000.0, 0.0
907135260, Overall Condition, 225000.0, 225000.0, 0.0
907135260, Year Built, 225000.0, 225000.0, 0.0
907135260, Year Remodeled/Added, 225000.0, 235000.0, 10000.0
907135260, Roof Style, 225000.0, 225000.0, 0.0
907135260, Roof Material, 225000.0, 235000.0, 10000.0
907135260, Exterior Covering 1, 225000.0, 225000.0, 0.0
907135260, Exterior Covering 2, 225000.0, 225000.0, 0.0
907135260, Masonry Veneer Type, 225000.0, 215000.0, 10000.0
907135260, Masonry Veneer Area (sqft), 225000.0, 215000.0, 10000.0
907135260, Exterior Quality, 225000.0, 225000.0, 0.0
907135260, Exterior Condition, 225000.0, 215000.0, 10000.0
907135260, Foundation Type, 225000.0, 225000.0, 0.0
907135260, Basement Height Quality, 225000.0, 215000.0, 10000.0
907135260, Basement Condition, 225000.0, 215000.0, 10000.0
907135260, Basement Exposure, 225000.0, 225000.0, 0.0
907135260, Basement Finish Type 1, 225000.0, 215000.0, 10000.0
907135260, Basement Finished Area 1 (sqft), 225000.0, 215000.0, 10000.0
907135260, Basement Finish Type 2, 225000.0, 225000.0, 0.0
907135260, Basement Finished Area 2 (sqft), 225000.0, 225000.0, 0.0
907135260, Basement Unfinished Area (sqft), 225000.0, 225000.0, 0.0
907135260, Total Basement Area (sqft), 225000.0, 225000.0, 0.0
907135260, Heating Type, 225000.0, 225000.0, 0.0
907135260, Heating Quality, 225000.0, 215000.0, 10000.0
907135260, Central Air Conditioning, 225000.0, 225000.0, 0.0
907135260, Electrical System, 225000.0, 225000.0, 0.0
907135260, First Floor Area (sqft), 225000.0, 245000.0, 20000.0
907135260, Second Floor Area (sqft), 225000.0, 215000.0, 10000.0
907135260, Low Quality Finished Area (sqft), 225000.0, 225000.0, 0.0
907135260, Above Ground Living Area (sqft), 225000.0, 235000.0, 10000.0
907135260, Basement Full Bathrooms, 225000.0, 225000.0, 0.0
907135260, Basement Half Bathrooms, 225000.0, 215000.0, 10000.0
907135260, Full Bathrooms, 225000.0, 235000.0, 10000.0
907135260, Half Bathrooms, 225000.0, 225000.0, 0.0
907135260, Bedrooms Above Ground, 225000.0, 215000.0, 10000.0
907135260, Kitchens Above Ground, 225000.0, 215000.0, 10000.0
907135260, Kitchen Quality, 225000.0, 215000.0, 10000.0
907135260, Total Rooms Above Ground, 225000.0, 225000.0, 0.0
907135260, Functional Rating, 225000.0, 225000.0, 0.0
907135260, Number of Fireplaces, 225000.0, 225000.0, 0.0
907135260, Fireplace Quality, 225000.0, 215000.0, 10000.0
907135260, Garage Type, 225000.0, 225000.0, 0.0
907135260, Garage Year Built, 225000.0, 225000.0, 0.0
907135260, Garage Finish Type, 225000.0, 225000.0, 0.0
907135260, Garage Capacity (Cars), 225000.0, 215000.0, 10000.0
907135260, Garage Area (sqft), 225000.0, 225000.0, 0.0
907135260, Garage Quality, 225000.0, 215000.0, 10000.0
907135260, Garage Condition, 225000.0, 215000.0, 10000.0
907135260, Paved Driveway, 225000.0, 215000.0, 10000.0
907135260, Wood Deck Area (sqft), 225000.0, 215000.0, 10000.0
907135260, Open Porch Area (sqft), 225000.0, 225000.0, 0.0
907135260, Enclosed Porch Area (sqft), 225000.0, 225000.0, 0.0
907135260, Three-Season Porch Area (sqft), 225000.0, 215000.0, 10000.0
907135260, Screen Porch Area (sqft), 225000.0, 225000.0, 0.0
907135260, Pool Area (sqft), 225000.0, 215000.0, 10000.0
907135260, Pool Quality, 225000.0, 215000.0, 10000.0
907135260, Fence Quality, 225000.0, 225000.0, 0.0
907135260, Miscellaneous Feature, 225000.0, 215000.0, 10000.0
907135260, Miscellaneous Value, 225000.0, 225000.0, 0.0
907135260, Month Sold, 225000.0, 225000.0, 0.0
907135260, Year Sold, 225000.0, 255000.0, 30000.0
907135260, Sale Type, 225000.0, 225000.0, 0.0
907135260, Sale Condition, 225000.0, 225000.0, 0.0
